,id,长度,句数,被动,总词数,连副词
2681,1202104431.txt,38681,452,12,20292,756
2682,1205949116.txt,6969,57,0,3198,144
2683,1202229490.txt,23612,288,2,11669,385
2684,1205980929.txt,5433,74,5,2751,115
2685,1204736114.txt,35067,408,8,17887,954
2686,1203180644.txt,7843,101,3,4237,177
2687,1204543732.txt,3796,49,0,2003,88
2688,1206446357.txt,8723,71,2,3868,121
2689,1207694787.txt,13912,167,1,7168,226
2690,1212568633.txt,4398,47,1,2338,106
2691,1205919007.txt,15926,191,0,8286,315
2692,1203188295.txt,6167,77,2,3308,125
2693,1205967188.txt,15430,173,3,7795,319
2694,63742759.txt,4870,47,0,2497,98
2695,1203359604.txt,19995,205,8,10432,462
2696,1207436171.txt,14870,149,1,7156,192
2697,1205968275.txt,12399,119,1,6604,275
2698,1204543315.txt,5588,72,3,2621,98
2699,62313334.txt,0,0,0,0,0
2700,1204616142.txt,6354,83,6,3341,144
2701,63676780.txt,24682,218,8,10819,421
2702,1206068691.txt,9403,130,2,4923,201
2703,1203142109.txt,25132,287,3,12659,411
2704,1207381721.txt,3155,29,1,1382,50
2705,63920203.txt,19130,215,10,9597,363
2706,59137250.txt,10191,87,4,4696,108
2707,1207549781.txt,4388,54,0,2297,92
2708,57704347.txt,9437,110,2,4869,242
2709,1213143169.txt,16028,132,4,7246,219
2710,1204792333.txt,8353,75,1,4507,209
2711,1212688980.txt,56013,462,4,27823,517
2712,62490880.txt,5995,99,2,3090,137
2713,1205958906.txt,41123,410,9,20877,760
2714,1212752350.txt,12958,130,1,5890,225
2715,1207395408.txt,52043,479,7,26503,967
2716,1213121148.txt,18463,213,1,9641,303
2717,1206076286.txt,0,0,0,0,0
2718,50785907.txt,2729,43,0,1383,76
2719,1213168923.txt,23904,243,4,11753,443
2720,59091301.txt,7155,104,1,3916,203
2721,62272411.txt,22930,228,6,10524,346
2722,1200873425.txt,8247,86,9,3894,146
2723,1207523093.txt,18936,214,0,9276,355
2724,1213025770.txt,37118,368,1,19102,721
2725,1207651395.txt,22861,245,5,11671,424
2726,63888583.txt,29279,323,24,14784,482
2727,59082373.txt,11684,97,5,5459,237
2728,1204625250.txt,9169,84,2,4751,194
2729,1212841329.txt,44566,408,5,21472,607
2730,1203657914.txt,0,0,0,0,0
2731,1206074045.txt,21363,237,5,9425,325
2732,1205914046.txt,9903,132,1,5165,201
2733,1204739676.txt,7552,86,3,3993,126
2734,1212749272.txt,0,0,0,0,0
2735,1206061925.txt,7074,85,0,3515,114
2736,1213138766.txt,8906,100,4,4707,165
2737,1207640098.txt,25697,237,6,14433,451
2738,1203190564.txt,10259,119,0,5000,182
2739,1203141691.txt,17193,142,7,8051,340
2740,57640074.txt,17549,245,8,9546,482
2741,1205942927.txt,39171,378,5,17622,606
2742,59206498.txt,23973,302,10,12619,551
2743,1213137059.txt,14858,122,1,7722,219
2744,38231029.txt,7776,79,4,3858,185
2745,1203384877.txt,9591,105,5,4989,183
2746,1202261091.txt,5542,61,0,2923,124
2747,1212708151.txt,21254,226,7,11279,443
2748,1207391471.txt,0,0,0,0,0
2749,63941547.txt,24149,314,11,12941,539
2750,57691164.txt,7276,92,4,3898,175
2751,1209736456.txt,0,0,0,0,0
2752,1213059750.txt,35833,271,6,18031,549
2753,63753676.txt,0,0,0,0,0
2754,1213261480.txt,23546,219,3,10353,308
2755,62428162.txt,24047,217,6,12274,359
2756,1204740839.txt,15400,137,7,6497,191
2757,1204807256.txt,8381,74,1,3622,143
2758,1200766328.txt,13072,149,3,7102,246
2759,1205923401.txt,29209,284,4,13649,467
2760,63631259.txt,21124,222,4,9375,336
2761,1209488962.txt,15680,162,2,8128,302
2762,1207690257.txt,5908,53,2,3158,145
2763,1200722464.txt,7795,75,0,3217,85
2764,1213269805.txt,21426,279,6,10803,394
2765,1212667780.txt,44359,447,5,22419,806
2766,1203186778.txt,4574,63,0,2414,126
2767,63871752.txt,22073,315,5,11435,368
2768,1207269291.txt,8530,67,2,3719,120
2769,1202084604.txt,21363,241,7,11074,355
2770,63678199.txt,6271,62,2,3209,141
2771,1203116641.txt,17721,185,3,9151,376
2772,1202202874.txt,55648,374,9,24474,737
2773,59207612.txt,11634,105,6,5604,203
2774,62295090.txt,5416,73,1,2918,126
2775,1207555145.txt,14994,140,7,6820,244
2776,1214231112.txt,27865,251,3,14076,508
2777,62341245.txt,8467,107,3,4193,169
2778,1200703040.txt,5085,62,0,2627,103
2779,63912057.txt,9629,113,3,5065,219
2780,1206008856.txt,5879,69,5,3015,119
2781,1204647006.txt,8059,90,1,4151,203
2782,60888379.txt,4811,59,0,2671,107
2783,1209667080.txt,82134,0,0,9090,224
2784,1202115854.txt,7267,78,5,3786,148
2785,1202236869.txt,4077,55,0,2000,85
2786,1202242344.txt,16083,202,5,8690,470
2787,59126235.txt,13794,150,2,6694,240
2788,1207647492.txt,32909,292,7,16895,602
2789,1202231171.txt,19011,196,0,9655,347
2790,1202111615.txt,24546,214,7,11588,345
2791,1203381389.txt,32902,276,7,16588,631
2792,1210291251.txt,34082,206,1,12739,482
2793,1207427421.txt,8903,98,5,4865,228
2794,1212745033.txt,6784,99,4,3681,166
2795,1207516726.txt,6496,55,0,3445,155
2796,1212493758.txt,7685,89,0,3767,174
2797,57690588.txt,5562,88,0,3063,139
2798,1204524060.txt,0,0,0,0,0
2799,1204626924.txt,10135,100,0,5649,246
2800,1214319224.txt,0,0,0,0,0
2801,62421781.txt,13249,138,1,6364,256
2802,1202100844.txt,5100,68,1,2665,114
2803,63759131.txt,24514,266,4,11164,365
2804,1204821894.txt,7904,96,0,3843,146
2805,1204553241.txt,8354,114,1,4434,172
2806,1203190646.txt,36708,456,5,18906,836
2807,1213630263.txt,41402,366,15,19481,643
2808,62440563.txt,7553,112,1,3978,154
2809,50483069.txt,5129,64,0,2823,116
2810,1204826687.txt,33211,281,5,16664,570
2811,1207428417.txt,36799,414,3,19247,669
2812,63825965.txt,6058,109,1,3280,116
2813,1204743574.txt,2293,6,0,564,33
2814,63754422.txt,19664,259,2,9811,338
2815,1203344021.txt,5650,67,0,2907,111
2816,1211431996.txt,21142,181,9,8716,406
2817,50723805.txt,11840,108,1,6008,245
2818,59242406.txt,2772,30,0,1502,60
2819,1209485874.txt,33270,350,1,17285,601
2820,1203428057.txt,0,0,0,0,0
2821,1204548188.txt,18073,210,13,9312,296
2822,1207599128.txt,38273,392,5,19624,739
2823,59191021.txt,12032,147,4,6234,218
2824,1212857463.txt,12365,147,6,5961,241
2825,59166225.txt,22784,244,15,10024,373
2826,1209637983.txt,11758,111,5,5558,234
2827,1207606114.txt,7968,98,0,3912,144
2828,62288450.txt,4419,55,1,2345,84
2829,1200765603.txt,14692,182,0,7638,316
2830,1212973638.txt,0,0,0,0,0
2831,1204827805.txt,17903,143,1,7306,253
2832,1207608153.txt,10320,121,5,5114,215
2833,1202217244.txt,8171,102,2,4398,151
2834,1213166293.txt,30246,254,5,15312,489
2835,1210380818.txt,4541,30,0,1972,64
2836,62162275.txt,4983,67,2,2779,131
2837,1204546369.txt,8752,129,0,4711,215
2838,1207644452.txt,16763,188,0,7893,336
2839,1212725552.txt,33601,321,2,16314,497
2840,1212711448.txt,23670,220,7,10584,334
2841,1209443763.txt,0,0,0,0,0
2842,1203417917.txt,5539,56,3,3004,160
2843,1210301429.txt,7505,92,3,3717,146
2844,1205081710.txt,1869,4,0,434,25
2845,63953907.txt,2161,25,1,1176,56
2846,1209875430.txt,14088,126,2,6899,262
2847,62392908.txt,12336,203,2,6709,277
2848,1209487668.txt,15887,169,3,7076,239
2849,1206008692.txt,17234,197,3,8854,382
2850,1207639064.txt,8050,87,1,4225,157
2851,1202056061.txt,5852,74,0,3164,126
2852,1209667797.txt,34716,449,5,16825,586
2853,1213169610.txt,0,0,0,0,0
2854,1207507646.txt,11386,172,2,6182,277
2855,1209879563.txt,9953,99,4,5108,177
2856,1209825813.txt,0,0,0,0,0
2857,1204401583.txt,13286,125,0,5702,234
2858,51382831.txt,4362,63,2,2324,107
2859,1200763464.txt,17867,139,1,7119,233
2860,60812008.txt,16584,186,0,8090,337
2861,63888902.txt,5550,69,0,2758,137
2862,59101744.txt,10727,116,1,5436,215
2863,63668327.txt,9731,122,7,4974,202
2864,1203265975.txt,7623,116,3,4244,171
2865,62208222.txt,10272,98,1,4201,180
2866,62261184.txt,35439,314,7,17254,473
2867,1205902426.txt,17659,169,4,8395,248
2868,1209464841.txt,11052,103,0,5385,222
2869,1213171687.txt,13285,119,0,7005,228
2870,1207644435.txt,16763,188,0,7893,336
2871,1200719235.txt,4800,64,2,2673,130
2872,1203356004.txt,10478,111,1,4842,169
2873,1200805328.txt,40603,518,11,21284,791
2874,1203403934.txt,25996,284,7,13730,496
2875,1203235139.txt,7018,94,9,3623,137
2876,1209491336.txt,126205,0,0,20699,1424
2877,1206095267.txt,27184,341,1,14018,515
2878,1209452798.txt,0,0,0,0,0
2879,1205923262.txt,19640,220,4,10184,321
2880,1203189757.txt,13486,164,7,7248,338
2881,62223485.txt,4646,68,1,2448,109
2882,1207524143.txt,30770,163,2,13210,340
2883,1203029921.txt,7701,52,1,3117,84
2884,1212746811.txt,23194,230,4,12087,421
2885,1206014128.txt,11254,128,7,5942,183
2886,59337077.txt,0,0,0,0,0
2887,59363683.txt,4707,53,4,2441,96
2888,1209496338.txt,128511,0,0,20219,2251
2889,59033025.txt,4210,65,0,2337,122
2890,59370914.txt,3985,53,3,2095,112
2891,1204524559.txt,0,0,0,0,0
2892,1204447763.txt,11895,113,0,5382,174
2893,1200722704.txt,8150,104,2,4425,136
2894,1203375656.txt,4763,57,0,2504,129
2895,1213245742.txt,42102,340,1,20528,713
2896,1209815508.txt,26672,214,4,13010,365
2897,1207440599.txt,50140,455,3,25434,802
2898,1204830258.txt,18277,181,6,8896,312
2899,1209759668.txt,36055,408,5,18185,627
2900,1206406656.txt,21557,149,4,8552,358
2901,1207614215.txt,6001,49,0,3298,132
2902,60751418.txt,6368,81,4,3306,118
2903,63765681.txt,17051,199,1,8608,332
2904,1202113078.txt,13027,135,3,5749,216
2905,1202114768.txt,14657,189,4,7750,288
2906,1212650704.txt,23011,197,1,8959,348
2907,1202082215.txt,7292,78,1,3803,150
2908,1200767986.txt,14197,125,7,6748,267
2909,1200905170.txt,12565,146,1,6843,285
2910,1212974523.txt,20490,186,2,9793,339
2911,1213131314.txt,7828,57,4,4170,187
2912,1212748125.txt,11857,179,3,6277,266
2913,1206062513.txt,30640,360,7,15978,598
2914,51323419.txt,11761,119,4,6183,260
2915,1212751789.txt,62909,395,11,30625,1027
2916,1207389563.txt,4988,45,0,2074,80
2917,1209520285.txt,37573,411,0,16911,525
2918,1200807131.txt,3468,29,1,1618,50
2919,1205968495.txt,6793,90,1,3691,153
2920,1208044229.txt,9216,72,3,4000,136
2921,62440773.txt,13371,172,1,6844,219
2922,1209468032.txt,50133,539,2,25086,789
2923,1206134425.txt,5456,73,2,2996,106
2924,1202139774.txt,4277,51,1,2255,119
2925,1204543191.txt,7428,69,1,3646,162
2926,63716702.txt,4070,51,1,2154,115
2927,1209841113.txt,7116,75,0,3670,120
2928,1209833379.txt,0,0,0,0,0
2929,62377106.txt,14343,169,4,7467,321
2930,1207955112.txt,22682,215,4,8998,363
2931,63942560.txt,9015,108,2,5068,247
2932,1207407154.txt,15875,166,0,7117,243
2933,1206101261.txt,10207,102,3,5349,205
2934,1212671676.txt,35204,349,5,15211,492
2935,1203416803.txt,20569,210,3,8747,297
2936,1213222885.txt,25903,222,3,12457,373
2937,63827015.txt,21597,167,3,8905,297
2938,1209505595.txt,59887,444,13,26047,805
2939,1209453344.txt,5929,79,0,3309,164
2940,51460837.txt,3564,44,1,1974,74
2941,63880973.txt,5148,74,1,2637,92
2942,1205983336.txt,17286,191,1,8598,281
2943,1204478946.txt,11274,133,2,5779,233
2944,1212959204.txt,18179,138,1,8799,381
2945,1207588764.txt,24464,251,2,11735,434
2946,1209699638.txt,10609,113,1,5567,243
2947,57755254.txt,3515,47,1,1820,89
2948,1209773755.txt,10066,123,4,5480,231
2949,1202083234.txt,19353,252,3,9720,397
2950,1213228554.txt,0,0,0,0,0
2951,1204516901.txt,13151,152,8,7101,323
2952,1203408674.txt,23468,207,1,10141,295
2953,50780437.txt,0,0,0,0,0
2954,1206118355.txt,3468,6,0,935,11
2955,1203701195.txt,3404,86,0,1975,82
2956,1202033849.txt,14604,165,3,7253,299
2957,1201321143.txt,7085,50,1,2864,89
2958,1202088625.txt,10149,107,1,4611,142
2959,63931720.txt,4899,53,1,2587,103
2960,1205948213.txt,13669,107,0,5249,187
2961,1203240186.txt,53948,432,10,26425,817
2962,1202005563.txt,19388,130,0,7477,242
2963,62377592.txt,13567,141,6,6146,226
2964,1209690984.txt,32544,376,5,16560,550
2965,1207411692.txt,10072,85,1,5020,174
2966,59199444.txt,5214,57,0,2768,131
2967,1204554219.txt,10870,137,2,5442,255
2968,1213103550.txt,29051,294,1,14843,601
2969,1203180708.txt,8119,67,1,4391,215
2970,1205229413.txt,39144,248,5,18708,593
2971,1206108326.txt,0,0,0,0,0
2972,1204534959.txt,9540,98,0,4615,196
2973,63687164.txt,5025,98,0,2692,113
2974,1204466858.txt,11636,128,2,5651,258
2975,1204518325.txt,8051,89,1,4355,191
2976,1204830879.txt,4299,56,0,2250,82
2977,1212853348.txt,21173,251,3,10457,324
2978,63581409.txt,6656,62,2,3027,117
2979,63855979.txt,35865,485,13,18610,641
2980,1202259620.txt,18158,222,6,9401,289
2981,1213307249.txt,0,0,0,0,0
2982,1213212377.txt,40194,359,2,20115,721
2983,1200048904.txt,9402,130,2,4680,175
2984,1209638232.txt,11947,131,0,5294,182
2985,1206560810.txt,31808,197,4,14118,420
2986,1206058306.txt,11877,120,1,6370,211
2987,1200690968.txt,10668,126,1,5574,203
2988,1206061473.txt,6918,82,1,3673,147
2989,49624359.txt,5027,68,1,2724,122
2990,60694331.txt,6552,94,1,3267,128
2991,51897053.txt,15037,187,11,8341,350
2992,1203373264.txt,11962,123,0,5704,207
2993,1207390541.txt,0,0,0,0,0
2994,1207537695.txt,28359,177,6,13913,534
2995,59277076.txt,6745,58,1,3064,143
2996,60795177.txt,11016,163,10,5723,181
2997,50629851.txt,7758,93,8,3864,154
2998,60775691.txt,9830,112,4,5163,212
2999,1203242041.txt,16845,190,4,8785,290
3000,1202104616.txt,3874,50,0,1890,78
3001,1213086599.txt,33634,276,3,15578,530
3002,1212685893.txt,15243,181,4,7905,258
3003,1207590826.txt,43282,463,3,20220,671
3004,1209812704.txt,8635,131,1,4575,176
3005,1212756735.txt,46332,362,2,22820,580
3006,63847973.txt,4904,52,0,2649,112
3007,1207610211.txt,10859,142,3,5883,243
3008,1203193671.txt,6188,77,0,3266,125
3009,63763641.txt,6214,87,0,3379,173
3010,1200810382.txt,9115,106,2,4457,159
3011,62314070.txt,8977,108,2,4608,163
3012,1204486973.txt,10154,133,0,5172,187
3013,63941926.txt,6380,80,1,3535,158
3014,1207647692.txt,7087,93,3,3795,117
3015,63914975.txt,4698,57,2,2553,101
3016,1209514948.txt,62960,542,4,31859,890
3017,1212942537.txt,15450,150,1,6854,282
3018,1203126370.txt,21352,188,6,9232,325
3019,1204821564.txt,16186,175,9,7510,357
3020,1202075144.txt,9456,107,0,4949,210
3021,63863831.txt,32051,353,5,14992,597
3022,51235437.txt,5861,65,3,3199,152
3023,63651747.txt,8110,89,3,3958,167
3024,1202098695.txt,10582,118,1,5570,177
3025,1212941486.txt,18946,212,1,8803,291
3026,51493011.txt,4717,65,3,2394,93
3027,1212884774.txt,30817,235,0,14994,500
3028,1212652735.txt,35322,322,0,16717,486
3029,63827851.txt,7904,98,1,4257,171
3030,1200770907.txt,12655,142,2,6457,278
3031,1203299110.txt,18411,156,5,9057,285
3032,1200632963.txt,13615,120,0,5918,261
3033,1207694362.txt,6484,93,0,3481,130
3034,1204668175.txt,5498,74,15,2936,105
3035,59144735.txt,15711,192,5,8197,467
3036,1200921587.txt,25803,268,1,11711,464
3037,59278398.txt,21576,239,3,9586,434
3038,1206308635.txt,30707,335,2,15226,466
3039,1203264243.txt,10955,120,0,5751,263
3040,1203174655.txt,7412,80,1,3675,119
3041,51322262.txt,8076,105,4,4379,188
3042,1209852435.txt,6939,65,0,3846,132
3043,1204085656.txt,29030,258,12,14305,532
3044,63617739.txt,14279,186,5,7502,270
3045,57753406.txt,6484,73,4,3356,154
3046,1204620669.txt,62795,820,26,32377,1094
3047,60911831.txt,16187,151,12,7895,289
3048,1207275083.txt,7285,68,1,3004,65
3049,1209699988.txt,16592,202,1,8316,244
3050,1207491115.txt,58487,409,24,27160,858
3051,1207432486.txt,6799,53,3,3434,139
3052,1212756622.txt,40541,352,3,20424,642
3053,1204807006.txt,10410,116,8,5233,161
3054,1209730081.txt,13580,171,0,7304,231
3055,1200934002.txt,7984,90,7,4146,170
3056,1213107100.txt,7009,25,2,3455,99
3057,1205359249.txt,15934,225,2,7607,294
3058,59049634.txt,0,0,0,0,0
3059,60763821.txt,9076,97,2,4430,199
3060,1200799638.txt,34247,344,3,17511,577
3061,1200726209.txt,15956,171,0,7718,279
3062,63915201.txt,6148,84,0,3384,123
3063,62197273.txt,9586,113,5,4687,191
3064,1206085686.txt,26190,254,0,12562,366
3065,1203420178.txt,6677,72,0,3492,118
3066,1213268852.txt,14016,168,12,7086,236
3067,1209491727.txt,34715,429,9,17798,594
3068,60922031.txt,3439,45,0,1842,87
3069,1204808526.txt,59694,246,8,29842,358
3070,1205540239.txt,7027,54,1,3123,73
3071,1204519430.txt,5733,61,0,2933,94
3072,1203172853.txt,5189,61,0,2726,107
3073,1207419485.txt,42769,354,0,21048,562
3074,1209869374.txt,8124,53,5,3431,122
3075,1207541420.txt,10370,134,3,5510,210
3076,1207499859.txt,6254,74,0,3288,171
3077,63739047.txt,17125,186,8,8801,368
3078,1206022677.txt,5446,75,9,2948,119
3079,50654218.txt,7384,69,2,3779,187
3080,51673869.txt,6783,92,4,3656,148
3081,1205954647.txt,19452,168,3,9322,337
3082,59236292.txt,6638,118,1,3275,131
3083,1204512732.txt,81882,452,10,34152,975
3084,1213022924.txt,11463,131,0,5933,220
3085,1212855130.txt,8100,96,2,4242,186
3086,1202115003.txt,46906,414,9,21775,907
3087,1203202004.txt,12495,169,0,6560,301
